trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-21T22:31:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747866660,29.00,BUY_YES,0.9614,96,9,1,36,51968,0.0346 if live_cfg.USE_KELLY_CRITERION else '',900,864
2025-05-21T22:34:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747866840,26.00,BUY_YES,0.9626,96,17,1,68,52004,0.0649 if live_cfg.USE_KELLY_CRITERION else '',1687,1632
2025-05-21T22:35:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747866900,25.00,BUY_YES,0.9624,96,16,1,64,52072,0.0606 if live_cfg.USE_KELLY_CRITERION else '',1577,1536
2025-05-21T22:36:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747866960,24.00,BUY_YES,0.9608,96,5,1,20,52136,0.0210 if live_cfg.USE_KELLY_CRITERION else '',548,480
2025-05-21T22:37:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747867020,23.00,BUY_YES,0.9622,96,14,1,56,52156,0.0547 if live_cfg.USE_KELLY_CRITERION else '',1426,1344
2025-05-21T22:38:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747867080,22.00,BUY_YES,0.9642,96,28,1,112,52212,0.1060 if live_cfg.USE_KELLY_CRITERION else '',2768,2688
2025-05-21T22:39:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747867140,21.00,BUY_YES,0.9608,96,5,1,20,52324,0.0205 if live_cfg.USE_KELLY_CRITERION else '',535,480
2025-05-21T22:40:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747867200,20.00,BUY_YES,0.9630,96,20,1,80,52344,0.0756 if live_cfg.USE_KELLY_CRITERION else '',1978,1920
2025-05-21T22:42:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747867320,18.00,BUY_YES,0.9637,96,25,1,100,52424,0.0917 if live_cfg.USE_KELLY_CRITERION else '',2404,2400
2025-05-21T22:43:00+00:00,KXBTCD-25MAY2119-T108249.99,108249.99,1747868400,1747867380,17.00,BUY_YES,0.9637,96,25,1,100,52524,0.0916 if live_cfg.USE_KELLY_CRITERION else '',2404,2400
