timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-21T16:00:23.081702,KXBTCD-25MAY2120-T108999.99,SNAPSHOT,33,50,38,50,1,,,
2025-05-21T16:00:28.403337,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,38,50,2,no,40,200
2025-05-21T16:00:28.522572,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,38,50,3,no,3,-9
2025-05-21T16:00:28.542668,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,38,50,4,no,41,9
2025-05-21T16:00:29.084160,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,38,50,5,yes,32,-100
2025-05-21T16:00:29.323051,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,38,50,6,no,61,-100
2025-05-21T16:00:29.383983,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,59,9,7,no,62,-50
2025-05-21T16:00:29.384720,KXBTCD-25MAY2120-T108999.99,DELTA,33,50,59,59,8,no,41,50
2025-05-21T16:00:30.071553,KXBTCD-25MAY2120-T108999.99,DELTA,2,9,59,59,9,yes,33,-50
2025-05-21T16:00:30.072019,KXBTCD-25MAY2120-T108999.99,DELTA,31,50,59,59,10,yes,31,50
2025-05-21T16:00:30.103798,KXBTCD-25MAY2120-T108999.99,DELTA,2,9,59,59,11,yes,31,-50
2025-05-21T16:00:30.104121,KXBTCD-25MAY2120-T108999.99,DELTA,2,59,59,59,12,yes,2,50
2025-05-21T16:00:30.122441,KXBTCD-25MAY2120-T108999.99,DELTA,30,100,59,59,13,yes,30,100
2025-05-21T16:00:30.143682,KXBTCD-25MAY2120-T108999.99,DELTA,30,100,38,100,14,no,62,100
2025-05-21T16:00:30.163079,KXBTCD-25MAY2120-T108999.99,DELTA,30,100,38,100,15,no,42,9
2025-05-21T16:00:30.163255,KXBTCD-25MAY2120-T108999.99,DELTA,32,9,38,100,16,yes,32,9
2025-05-21T16:00:30.182894,KXBTCD-25MAY2120-T108999.99,DELTA,32,9,38,100,17,yes,2,-50
2025-05-21T16:00:30.183045,KXBTCD-25MAY2120-T108999.99,DELTA,32,9,38,100,18,yes,31,50
2025-05-21T16:00:30.203339,KXBTCD-25MAY2120-T108999.99,DELTA,32,9,38,100,19,no,41,-50
2025-05-21T16:00:30.203483,KXBTCD-25MAY2120-T108999.99,DELTA,32,9,37,50,20,no,63,50
2025-05-21T16:00:30.267390,KXBTCD-25MAY2120-T108999.99,DELTA,32,9,37,50,21,yes,2,-9
