timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-20T13:02:46.781688,KXBTCD-25MAY2017-T106499.99,SNAPSHOT,74,989,76,4,1,,,
2025-05-20T13:02:47.307384,KXBTCD-25MAY2017-T106499.99,DELTA,74,989,76,4,2,yes,73,-100
2025-05-20T13:02:47.408289,KXBTCD-25MAY2017-T106499.99,DELTA,73,3250,76,4,3,yes,74,-989
2025-05-20T13:02:47.523511,KXBTCD-25MAY2017-T106499.99,DELTA,73,4250,76,4,4,yes,73,1000
2025-05-20T13:02:47.547522,KXBTCD-25MAY2017-T106499.99,DELTA,73,4250,76,4,5,yes,8,-4050
2025-05-20T13:02:47.548105,KXBTCD-25MAY2017-T106499.99,DELTA,73,4250,76,4,6,yes,10,3240
2025-05-20T13:02:47.609558,KXBTCD-25MAY2017-T106499.99,DELTA,73,4250,76,4,7,yes,9,-20000
2025-05-20T13:02:47.668184,KXBTCD-25MAY2017-T106499.99,DELTA,73,4250,76,4,8,yes,11,20000
2025-05-20T13:02:48.128974,KXBTCD-25MAY2017-T106499.99,DELTA,74,100,76,4,9,yes,74,100
2025-05-20T13:02:48.187663,KXBTCD-25MAY2017-T106499.99,DELTA,74,100,76,4,10,yes,73,-1000
2025-05-20T13:02:48.267074,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,11,yes,75,1000
2025-05-20T13:02:48.758548,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,12,yes,72,-300
2025-05-20T13:02:48.759441,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,13,yes,71,300
2025-05-20T13:02:48.807087,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,14,yes,73,-2000
2025-05-20T13:02:48.807573,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,15,yes,73,-1250
2025-05-20T13:02:48.866496,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,16,yes,72,1250
2025-05-20T13:02:48.866804,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,17,yes,72,2000
2025-05-20T13:02:49.089425,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,18,yes,10,-3240
2025-05-20T13:02:49.090601,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,19,yes,12,2700
2025-05-20T13:02:49.147289,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,20,yes,11,-20000
2025-05-20T13:02:49.292437,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,21,yes,74,-100
2025-05-20T13:02:49.467757,KXBTCD-25MAY2017-T106499.99,DELTA,72,3250,76,4,22,yes,75,-1000
2025-05-20T13:02:49.527981,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,23,yes,72,1000
2025-05-20T13:02:49.968446,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,24,yes,12,-2700
2025-05-20T13:02:49.968860,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,25,yes,4,8100
2025-05-20T13:02:50.026849,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,26,yes,5,20000
2025-05-20T13:02:50.228703,KXBTCD-25MAY2017-T106499.99,DELTA,74,100,76,4,27,yes,74,100
2025-05-20T13:02:50.288396,KXBTCD-25MAY2017-T106499.99,DELTA,74,100,76,4,28,yes,72,-1000
2025-05-20T13:02:50.367947,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,29,yes,75,1000
2025-05-20T13:02:50.787693,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,30,yes,4,-8100
2025-05-20T13:02:50.788177,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,31,yes,6,5400
2025-05-20T13:02:50.828096,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,32,yes,5,-20000
2025-05-20T13:02:50.887852,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,33,yes,7,20000
2025-05-20T13:02:51.198513,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,34,yes,71,-14
2025-05-20T13:02:51.199198,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,35,yes,69,14
2025-05-20T13:02:51.199538,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,36,no,18,14
2025-05-20T13:02:51.199765,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,37,no,16,-14
2025-05-20T13:02:51.227895,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,38,yes,69,30
2025-05-20T13:02:51.228746,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,39,yes,70,-30
2025-05-20T13:02:51.229227,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,40,no,15,-30
2025-05-20T13:02:51.229491,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,41,no,17,30
2025-05-20T13:02:51.288714,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,42,no,16,-1000
2025-05-20T13:02:51.328173,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,43,no,20,1000
2025-05-20T13:02:51.329044,KXBTCD-25MAY2017-T106499.99,DELTA,75,1000,76,4,44,yes,74,-100
2025-05-20T13:02:51.388283,KXBTCD-25MAY2017-T106499.99,DELTA,72,3250,76,4,45,yes,75,-1000
2025-05-20T13:02:51.428716,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,46,yes,72,1000
2025-05-20T13:02:51.447902,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,47,yes,71,-300
2025-05-20T13:02:51.448691,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,48,no,22,-250
2025-05-20T13:02:51.526972,KXBTCD-25MAY2017-T106499.99,DELTA,72,4250,76,4,49,yes,69,200
2025-05-20T13:02:51.527419,KXBTCD-25MAY2017-T106499.99,DELTA,72,2250,76,4,50,yes,72,-2000
2025-05-20T13:02:51.527839,KXBTCD-25MAY2017-T106499.99,DELTA,72,2250,74,50,51,no,26,50
2025-05-20T13:02:51.546171,KXBTCD-25MAY2017-T106499.99,DELTA,72,1250,74,50,52,yes,72,-1000
2025-05-20T13:02:51.546371,KXBTCD-25MAY2017-T106499.99,DELTA,69,244,74,50,53,yes,72,-1250
2025-05-20T13:02:51.626712,KXBTCD-25MAY2017-T106499.99,DELTA,69,244,74,50,54,yes,6,-5400
2025-05-20T13:02:51.626952,KXBTCD-25MAY2017-T106499.99,DELTA,69,244,74,50,55,yes,8,4050
2025-05-20T13:02:51.627215,KXBTCD-25MAY2017-T106499.99,DELTA,70,1000,74,50,56,yes,70,1000
2025-05-20T13:02:51.627313,KXBTCD-25MAY2017-T106499.99,DELTA,70,2250,74,50,57,yes,70,1250
2025-05-20T13:02:51.627395,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,50,58,yes,70,2000
2025-05-20T13:02:51.627478,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,50,59,no,17,-9
2025-05-20T13:02:51.715481,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,50,60,yes,7,-20000
2025-05-20T13:02:51.727199,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,50,61,yes,9,20000
2025-05-20T13:02:52.086017,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,50,62,no,20,-1000
2025-05-20T13:02:52.127090,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,76,4,63,no,26,-50
2025-05-20T13:02:52.146880,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,76,4,64,no,21,1000
2025-05-20T13:02:52.147403,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,200,65,no,26,200
2025-05-20T13:02:52.241593,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,200,66,yes,68,14
2025-05-20T13:02:52.241869,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,200,67,yes,69,-14
2025-05-20T13:02:52.241990,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,200,68,no,18,-14
2025-05-20T13:02:52.242209,KXBTCD-25MAY2017-T106499.99,DELTA,70,4250,74,200,69,no,20,14
2025-05-20T13:02:52.242528,KXBTCD-25MAY2017-T106499.99,DELTA,70,3000,74,200,70,yes,70,-1250
2025-05-20T13:02:52.407096,KXBTCD-25MAY2017-T106499.99,DELTA,70,3000,74,200,71,yes,69,-200
2025-05-20T13:02:52.446699,KXBTCD-25MAY2017-T106499.99,DELTA,70,3000,74,200,72,yes,68,150
2025-05-20T13:02:52.468003,KXBTCD-25MAY2017-T106499.99,DELTA,70,1000,74,200,73,yes,70,-2000
2025-05-20T13:02:52.487955,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,74,yes,72,100
2025-05-20T13:02:52.547993,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,75,yes,69,2000
2025-05-20T13:02:52.568379,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,76,yes,8,-4050
2025-05-20T13:02:52.569110,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,77,yes,10,3240
2025-05-20T13:02:52.589661,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,78,yes,70,-1000
2025-05-20T13:02:52.590534,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,79,yes,36,-8000
2025-05-20T13:02:52.628229,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,80,yes,69,-30
2025-05-20T13:02:52.628991,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,81,yes,9,-20000
2025-05-20T13:02:52.629480,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,82,yes,16,8000
2025-05-20T13:02:52.648603,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,83,yes,67,30
2025-05-20T13:02:52.649413,KXBTCD-25MAY2017-T106499.99,DELTA,73,1000,74,200,84,yes,73,1000
2025-05-20T13:02:52.649876,KXBTCD-25MAY2017-T106499.99,DELTA,73,1000,74,200,85,no,17,-30
2025-05-20T13:02:52.650243,KXBTCD-25MAY2017-T106499.99,DELTA,73,1000,74,200,86,no,18,30
2025-05-20T13:02:52.667023,KXBTCD-25MAY2017-T106499.99,DELTA,73,1000,74,200,87,yes,11,20000
2025-05-20T13:02:52.763494,KXBTCD-25MAY2017-T106499.99,DELTA,72,100,74,200,88,yes,73,-1000
2025-05-20T13:02:52.810014,KXBTCD-25MAY2017-T106499.99,DELTA,72,1100,74,200,89,yes,72,1000
2025-05-20T13:02:53.387434,KXBTCD-25MAY2017-T106499.99,DELTA,72,1100,74,200,90,yes,68,-150
2025-05-20T13:02:53.407528,KXBTCD-25MAY2017-T106499.99,DELTA,72,1100,76,4,91,no,26,-200
2025-05-20T13:02:53.463969,KXBTCD-25MAY2017-T106499.99,DELTA,72,1094,76,4,92,yes,72,-6
2025-05-20T13:02:53.464596,KXBTCD-25MAY2017-T106499.99,DELTA,72,1094,76,4,93,yes,69,-2000
2025-05-20T13:02:53.464842,KXBTCD-25MAY2017-T106499.99,DELTA,72,1094,76,4,94,yes,67,100
2025-05-20T13:02:53.507677,KXBTCD-25MAY2017-T106499.99,DELTA,72,1000,76,4,95,yes,72,-94
2025-05-20T13:02:53.508361,KXBTCD-25MAY2017-T106499.99,DELTA,72,994,76,4,96,yes,72,-6
2025-05-20T13:02:53.508664,KXBTCD-25MAY2017-T106499.99,DELTA,72,994,76,4,97,yes,41,2000
2025-05-20T13:02:53.568220,KXBTCD-25MAY2017-T106499.99,DELTA,68,14,76,4,98,yes,72,-994
2025-05-20T13:02:53.607606,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,76,4,99,yes,68,1000
2025-05-20T13:02:53.668039,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,76,4,100,yes,55,9
2025-05-20T13:02:53.708388,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,76,4,101,yes,67,-100
2025-05-20T13:02:53.814896,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,76,4,102,yes,66,250
2025-05-20T13:02:53.815394,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,103,no,28,250
2025-05-20T13:02:53.815848,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,104,yes,67,1250
2025-05-20T13:02:53.816132,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,105,yes,41,-2000
2025-05-20T13:02:53.847675,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,106,yes,67,2000
2025-05-20T13:02:54.127804,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,107,no,24,100
2025-05-20T13:02:54.187351,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,108,no,21,-1000
2025-05-20T13:02:54.226417,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,109,no,24,1000
2025-05-20T13:02:54.507843,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,110,no,24,-100
2025-05-20T13:02:54.567512,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,111,no,24,-1000
2025-05-20T13:02:54.627665,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,112,no,21,1000
2025-05-20T13:02:54.669243,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,72,250,113,yes,67,100
2025-05-20T13:02:54.867443,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,76,4,114,no,28,-250
2025-05-20T13:02:54.888645,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,76,4,115,yes,67,-100
2025-05-20T13:02:54.907455,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,73,300,116,no,27,300
2025-05-20T13:02:55.010034,KXBTCD-25MAY2017-T106499.99,DELTA,68,1014,73,300,117,yes,66,-250
2025-05-20T13:02:55.048584,KXBTCD-25MAY2017-T106499.99,DELTA,68,1164,73,300,118,yes,68,150
2025-05-20T13:02:55.067585,KXBTCD-25MAY2017-T106499.99,DELTA,68,1164,73,300,119,yes,67,-2000
2025-05-20T13:02:55.068312,KXBTCD-25MAY2017-T106499.99,DELTA,68,1164,73,300,120,yes,67,-1250
2025-05-20T13:02:55.126699,KXBTCD-25MAY2017-T106499.99,DELTA,68,164,73,300,121,yes,68,-1000
2025-05-20T13:02:55.127500,KXBTCD-25MAY2017-T106499.99,DELTA,69,2000,73,300,122,yes,69,2000
2025-05-20T13:02:55.167865,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,73,300,123,yes,69,1000
2025-05-20T13:02:55.206302,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,73,300,124,no,24,100
2025-05-20T13:02:55.207211,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,73,300,125,yes,10,-3240
2025-05-20T13:02:55.207864,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,73,300,126,yes,17,1905
2025-05-20T13:02:55.245890,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,76,104,127,no,27,-300
2025-05-20T13:02:55.266759,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,76,104,128,yes,11,-20000
2025-05-20T13:02:55.268381,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,74,250,129,no,26,250
2025-05-20T13:02:55.518274,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,74,250,130,yes,68,-150
2025-05-20T13:02:55.519052,KXBTCD-25MAY2017-T106499.99,DELTA,69,3000,74,250,131,yes,67,300
2025-05-20T13:02:55.519503,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,74,250,132,yes,69,-2000
2025-05-20T13:02:55.519918,KXBTCD-25MAY2017-T106499.99,DELTA,68,14,74,250,133,yes,69,-1000
2025-05-20T13:02:55.520288,KXBTCD-25MAY2017-T106499.99,DELTA,68,1264,74,250,134,yes,68,1250
2025-05-20T13:02:55.520857,KXBTCD-25MAY2017-T106499.99,DELTA,68,3264,74,250,135,yes,68,2000
2025-05-20T13:02:55.521238,KXBTCD-25MAY2017-T106499.99,DELTA,68,4264,74,250,136,yes,68,1000
2025-05-20T13:02:55.968452,KXBTCD-25MAY2017-T106499.99,DELTA,68,4264,74,250,137,no,24,-100
2025-05-20T13:02:56.088834,KXBTCD-25MAY2017-T106499.99,DELTA,68,4264,74,250,138,yes,55,-9
2025-05-20T13:02:56.089602,KXBTCD-25MAY2017-T106499.99,DELTA,68,4264,74,250,139,no,22,9
2025-05-20T13:02:56.127201,KXBTCD-25MAY2017-T106499.99,DELTA,68,4364,74,250,140,yes,68,100
2025-05-20T13:02:56.189237,KXBTCD-25MAY2017-T106499.99,DELTA,68,3364,74,250,141,yes,68,-1000
2025-05-20T13:02:56.247215,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,74,250,142,yes,69,1000
2025-05-20T13:02:56.434524,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,76,4,143,no,26,-250
2025-05-20T13:02:56.448281,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,144,no,28,150
2025-05-20T13:02:56.647070,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,145,no,25,100
2025-05-20T13:02:56.727550,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,146,yes,67,-300
2025-05-20T13:02:56.787925,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,147,yes,66,250
2025-05-20T13:02:56.788588,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,148,yes,68,-2000
2025-05-20T13:02:56.808013,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,149,yes,68,-1250
2025-05-20T13:02:56.847892,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,150,yes,67,1250
2025-05-20T13:02:56.866828,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,151,yes,67,2000
2025-05-20T13:02:56.962075,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,152,yes,68,-14
2025-05-20T13:02:56.962470,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,153,yes,66,14
2025-05-20T13:02:56.962830,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,154,no,20,-14
2025-05-20T13:02:56.963208,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,155,no,21,14
2025-05-20T13:02:57.006664,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,156,yes,65,30
2025-05-20T13:02:57.006868,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,157,yes,67,-30
2025-05-20T13:02:57.006965,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,158,no,20,30
2025-05-20T13:02:57.027689,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,159,no,18,-30
2025-05-20T13:02:57.177094,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,160,no,21,-1000
2025-05-20T13:02:57.227895,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,161,no,25,1000
2025-05-20T13:02:57.286550,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,162,no,25,-100
2025-05-20T13:02:57.286868,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,163,yes,67,-1250
2025-05-20T13:02:57.287360,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,164,yes,68,-100
2025-05-20T13:02:57.326966,KXBTCD-25MAY2017-T106499.99,DELTA,69,1000,72,150,165,yes,66,1250
